,Town name,Latitude,Longitude
5205,Stálky,48°52′13″,15°41′5″
5206,Starý Petřín,48°53′24″,15°44′3″
5207,Stošíkovice na Louce,48°53′48″,16°12′54″
5208,Strachotice,48°47′46″,16°10′20″
5209,Střelice (okres Znojmo),48°59′39″,15°58′59″
5210,Suchohrdly u Miroslavi,48°56′35″,16°21′48″
5211,Suchohrdly,48°51′58″,16°5′20″
5212,Šafov,48°52′,15°44′5″
5213,Šanov (okres Znojmo),48°48′3″,16°22′43″
5214,Šatov,48°47′36″,16°0′36″
5215,Štítary,48°56′7″,15°50′39″
5216,Šumná (okres Znojmo),48°55′21″,15°52′15″
5217,Tasovice (okres Znojmo),48°50′10″,16°9′20″
5218,Tavíkovice,49°2′2″,16°6′11″
5219,Trnové Pole,48°56′42″,16°24′34″
5220,Trstěnice (okres Znojmo),48°59′12″,16°11′44″
5221,Tulešice,49°2′19″,16°12′26″
5222,Tvořihráz,48°55′3″,16°8′9″
5223,Uherčice (okres Znojmo),48°54′48″,15°37′49″
5224,Újezd (okres Znojmo),49°1′25″,16°3′12″
5225,Únanov,48°54′3″,16°3′49″
5226,Valtrovice,48°47′38″,16°13′15″
5227,Vedrovice,49°1′15″,16°22′43″
5228,Velký Karlov,48°48′16″,16°18′20″
5229,Vémyslice,49°1′19″,16°15′24″
5230,Vevčice,48°57′44″,16°2′40″
5231,Višňové,48°58′57″,16°9′
5232,Vítonice (okres Znojmo),48°55′10″,16°11′56″
5233,Vracovice (okres Znojmo),48°54′8″,15°53′55″
5234,Vranov nad Dyjí,48°53′41″,15°48′46″
5235,Vranovská Ves,48°57′6″,15°55′7″
5236,Vratěnín,48°54′15″,15°35′43″
5237,Vrbovec (okres Znojmo),48°47′59″,16°6′2″
5238,Výrovice,48°55′42″,16°7′13″
5239,Vysočany (okres Znojmo),48°56′28″,15°41′23″
5240,Zálesí,48°57′15″,15°46′55″
5241,Zblovice,48°57′28″,15°42′19″
5242,Znojmo,48°51′20″,16°2′56″
5243,Želetice (okres Znojmo),48°56′11″,16°10′58″
5244,Žerotice,48°55′36″,16°10′7″
5245,Žerůtky (okres Znojmo),48°54′21″,15°57′47″
5246,Bělá pod Pradědem,50°7′54″,17°12′57″
5247,Bernartice (okres Jeseník),50°23′23″,17°4′42″
5248,Bílá Voda,50°26′31″,16°54′57″
5249,Černá Voda,50°18′30″,17°8′49″
5250,Česká Ves,50°15′27″,17°13′41″
5251,Hradec-Nová Ves,50°16′57″,17°16′55″
5252,Javorník (okres Jeseník),50°23′27″,17°0′10″
5253,Jeseník,50°13′46″,17°12′17″
5254,Kobylá nad Vidnavkou,50°20′31″,17°7′25″
5255,Lipová-lázně,50°13′40″,17°8′26″
5256,Mikulovice (okres Jeseník),50°17′55″,17°19′18″
5257,Ostružná (okres Jeseník),50°11′6″,17°3′6″
5258,Písečná (okres Jeseník),50°16′23″,17°15′14″
5259,Skorošice,50°18′31″,17°4′51″
5260,Stará Červená Voda,50°19′46″,17°12′4″
5261,Supíkovice,50°17′52″,17°15′19″
5262,Uhelná,50°21′54″,17°1′39″
5263,Vápenná,50°17′,17°5′52″
5264,Velká Kraš,50°21′47″,17°8′47″
5265,Velké Kunětice,50°19′0″,17°15′58″
5266,Vidnava,50°22′20″,17°11′11″
5267,Vlčice (okres Jeseník),50°20′43″,17°2′46″
5268,Zlaté Hory,50°15′50″,17°23′46″
5269,Žulová,50°18′34″,17°5′56″
5270,Babice (okres Olomouc),49°44′16″,17°15′39″
5271,Bělkovice-Lašťany,49°40′7″,17°19′2″
5272,Bílá Lhota,49°42′34″,16°58′30″
5273,Bílsko (okres Olomouc),49°38′40″,17°1′11″
5274,Blatec (okres Olomouc),49°31′42″,17°14′19″
5275,Bohuňovice (okres Olomouc),49°39′47″,17°17′13″
5276,Bouzov,49°42′15″,16°53′35″
5277,Bukovany (okres Olomouc),49°36′19″,17°20′37″
5278,Bystročice,49°32′11″,17°11′37″
5279,Bystrovany,49°35′49″,17°19′25″
5280,Červenka (okres Olomouc),49°43′8″,17°5′1″
5281,Daskabát,49°34′43″,17°26′50″
5282,Dlouhá Loučka (okres Olomouc),49°48′59″,17°10′47″
5283,Dolany (okres Olomouc),49°39′0″,17°19′21″
5284,Doloplazy (okres Olomouc),49°34′2″,17°24′41″
5285,Domašov nad Bystřicí,49°44′32″,17°26′43″
5286,Domašov u Šternberka,49°42′21″,17°20′17″
5287,Drahanovice,49°34′43″,17°4′37″
5288,Dub nad Moravou,49°28′57″,17°16′38″
5289,Dubčany,49°38′57″,17°4′44″
5290,Grygov,49°32′16″,17°18′39″
5291,Haňovice,49°40′52″,17°2′42″
5292,Hlásnice,49°45′12″,17°17′41″
5293,Hlubočky,49°37′39″,17°24′9″
5294,Hlušovice,49°38′17″,17°16′39″
5295,Hněvotín,49°34′19″,17°10′46″
5296,Hnojice,49°42′59″,17°13′27″
5297,Horka nad Moravou,49°38′24″,17°12′39″
5298,Horní Loděnice,49°46′16″,17°22′38″
5299,Hraničné Petrovice,49°44′27″,17°24′18″
5300,Huzová,49°49′12″,17°17′53″
5301,Charváty,49°31′6″,17°15′14″
5302,Cholina,49°39′22″,17°3′16″
5303,Jívová,49°42′33″,17°23′41″
5304,Komárov (okres Olomouc),49°45′51″,17°14′28″
5305,Kozlov (okres Olomouc),49°36′12″,17°32′4″
5306,Kožušany-Tážaly,49°32′23″,17°15′14″
5307,Krčmaň,49°31′15″,17°20′39″
5308,Křelov-Břuchotín,49°36′53″,17°11′58″
5309,Liboš,49°41′30″,17°13′30″
5310,Lipina (okres Olomouc),49°44′30″,17°19′25″
5311,Lipinka,49°50′16″,17°3′
5312,Litovel,49°42′4″,17°4′34″
5313,Loučany,49°36′7″,17°4′58″
5314,Loučka (okres Olomouc),49°39′25″,17°0′40″
5315,Luběnice,49°34′34″,17°7′14″
5316,Luká,49°38′57″,16°56′50″
5317,Lutín,49°33′30″,17°8′9″
5318,Lužice (okres Olomouc),49°42′57″,17°15′35″
5319,Majetín,49°29′53″,17°19′59″
5320,Medlov (okres Olomouc),49°47′15″,17°3′46″
5321,Měrotín,49°41′33″,17°0′6″
5322,Město Libavá,49°43′17″,17°31′18″
5323,Mladeč,49°42′21″,17°1′10″
5324,Mladějovice,49°45′9″,17°13′53″
5325,Moravský Beroun,49°47′37″,17°26′32″
5326,Mrsklesy,49°36′9″,17°24′6″
5327,Mutkov,49°48′7″,17°17′5″
5328,Náklo,49°39′17″,17°7′47″
5329,Náměšť na Hané,49°36′8″,17°3′56″
5330,Norberčany,49°45′14″,17°30′23″
5331,Nová Hradečná,49°50′4″,17°4′39″
5332,Olbramice (okres Olomouc),49°36′49″,17°0′5″
5333,Olomouc,49°35′38″,17°15′3″
5334,Paseka (okres Olomouc),49°47′47″,17°13′22″
5335,Pňovice,49°43′17″,17°9′43″
5336,Přáslavice,49°35′15″,17°23′26″
5337,Příkazy,49°38′37″,17°8′36″
5338,Řídeč,49°45′57″,17°15′25″
5339,Samotišky,49°37′50″,17°19′41″
5340,Senice na Hané,49°37′26″,17°5′9″
5341,Senička,49°37′56″,17°3′23″
5342,Skrbeň,49°38′28″,17°10′36″
5343,Slatinice,49°33′42″,17°6′0″
5344,Slavětín (okres Olomouc),49°40′28″,16°57′49″
5345,Strukov,49°44′,17°10′32″
5346,Střeň,49°41′30″,17°9′14″
5347,Suchonice,49°31′37″,17°22′55″
5348,Svésedlice,49°34′21″,17°22′52″
5349,Štarnov,49°41′10″,17°16′21″
5350,Štěpánov (okres Olomouc),49°41′3″,17°13′14″
5351,Šternberk,49°43′50″,17°17′56″
5352,Šumvald,49°49′52″,17°7′58″
5353,Těšetice (okres Olomouc),49°35′35″,17°7′34″
5354,Tovéř,49°38′24″,17°19′9″
5355,Troubelice,49°49′2″,17°4′52″
5356,Tršice,49°32′28″,17°25′37″
5357,Újezd (okres Olomouc),49°45′50″,17°10′50″
5358,Uničov,49°46′15″,17°7′17″
5359,Ústín,49°35′13″,17°9′27″
5360,Velká Bystřice,49°35′39″,17°21′50″
5361,Velký Týnec,49°33′7″,17°20′15″
5362,Velký Újezd,49°34′43″,17°29′
5363,Věrovany,49°27′40″,17°17′17″
5364,Vilémov (okres Olomouc),49°38′8″,16°59′43″
5365,Želechovice,49°45′15″,17°8′38″
5366,Žerotín (okres Olomouc),49°43′28″,17°11′13″
5367,Vojenský újezd Libavá,49°40′,17°31′51″
5368,Alojzov,49°25′24″,17°2′29″
5369,Bedihošť,49°26′54″,17°9′59″
5370,Bílovice-Lutotín,49°30′40″,17°2′24″
5371,Biskupice (okres Prostějov),49°27′35″,17°14′12″
5372,Bohuslavice (okres Prostějov),49°37′15″,16°57′27″
5373,Bousín,49°27′18″,16°53′23″
5374,Brodek u Konice,49°32′55″,16°49′58″
5375,Brodek u Prostějova,49°22′12″,17°5′24″
5376,Březsko,49°36′31″,16°53′33″
5377,Budětsko,49°35′13″,16°55′37″
5378,Buková (okres Prostějov),49°30′35″,16°49′45″
5379,Čehovice,49°25′57″,17°10′30″
5380,Čechy pod Kosířem,49°33′4″,17°2′16″
5381,Čelčice,49°24′44″,17°11′37″
5382,Čelechovice na Hané,49°30′59″,17°5′38″
5383,Dětkovice (okres Prostějov),49°24′55″,17°4′56″
5384,Dobrochov,49°23′9″,17°6′20″
5385,Dobromilice,49°21′30″,17°8′30″
5386,Doloplazy (okres Prostějov),49°21′,17°9′36″
5387,Drahany,49°26′0″,16°53′51″
5388,Držovice,49°29′28″,17°8′3″
5389,Dřevnovice,49°19′41″,17°8′36″
5390,Dzbel,49°36′46″,16°51′3″
5391,Hačky,49°37′21″,16°56′16″
5392,Hluchov (okres Prostějov),49°32′29″,16°59′48″
5393,Horní Štěpánov,49°32′57″,16°47′27″
5394,Hradčany-Kobeřice,49°21′51″,17°7′45″
5395,Hrdibořice,49°28′43″,17°13′14″
5396,Hrubčice,49°27′,17°11′35″
5397,Hruška (okres Prostějov),49°21′32″,17°13′36″
5398,Hvozd (okres Prostějov),49°38′10″,16°54′36″
5399,Ivaň (okres Prostějov),49°25′29″,17°15′5″
5400,Jesenec,49°36′30″,16°51′44″
5401,Kladky,49°39′,16°50′29″
5402,Klenovice na Hané,49°24′11″,17°12′40″
5403,Klopotovice,49°26′46″,17°15′3″
5404,Konice,49°35′25″,16°53′21″
5405,Kostelec na Hané,49°30′50″,17°3′30″
5406,Koválovice-Osíčany,49°17′7″,17°10′12″
5407,Kralice na Hané,49°27′47″,17°10′50″
5408,Krumsín,49°26′45″,17°0′5″
5409,Laškov,49°35′3″,17°0′8″
5410,Lešany (okres Prostějov),49°29′59″,17°1′27″
5411,Lipová (okres Prostějov),49°31′34″,16°51′43″
5412,Ludmírov,49°38′29″,16°52′24″
5413,Malé Hradisko,49°29′36″,16°52′36″
5414,Mořice,49°19′50″,17°11′49″
5415,Mostkovice,49°28′20″,17°3′8″
5416,Myslejovice,49°24′26″,17°1′4″
5417,Němčice nad Hanou,49°20′31″,17°12′22″
5418,Nezamyslice,49°19′32″,17°10′24″
5419,Niva (okres Prostějov),49°26′43″,16°51′7″
5420,Obědkovice,49°23′39″,17°13′32″
5421,Ohrozim,49°29′11″,17°1′14″
5422,Ochoz (okres Prostějov),49°36′,16°54′54″
5423,Olšany u Prostějova,49°32′11″,17°9′53″
5424,Ondratice,49°21′47″,17°3′49″
5425,Otaslavice,49°23′18″,17°4′16″
5426,Otinoves,49°25′16″,16°52′18″
5427,Pavlovice u Kojetína,49°18′7″,17°12′45″
5428,Pěnčín (okres Prostějov),49°34′2″,17°0′47″
5429,Pivín,49°23′5″,17°11′5″
5430,Plumlov,49°27′58″,17°0′54″
5431,Polomí,49°37′53″,16°56′58″
5432,Prostějov,49°28′20″,17°6′38″
5433,Prostějovičky,49°25′46″,17°0′10″
5434,Protivanov,49°29′,16°50′9″
5435,Přemyslovice,49°33′23″,16°57′21″
5436,Ptení,49°30′40″,16°57′42″
5437,Raková u Konice,49°36′26″,16°57′3″
5438,Rakůvka,49°36′35″,16°56′15″
5439,Rozstání (okres Prostějov),49°23′52″,16°50′25″
5440,Seloutky,49°26′29″,17°3′48″
5441,Skalka (okres Prostějov),49°24′11″,17°10′11″
5442,Skřípov,49°35′,16°49′13″
5443,Slatinky,49°32′55″,17°5′38″
5444,Smržice,49°30′21″,17°6′25″
5445,Srbce (okres Prostějov),49°18′8″,17°13′45″
5446,Stařechovice,49°31′58″,17°3′14″
5447,Stínava,49°29′43″,16°56′4″
5448,Stražisko,49°32′35″,16°55′49″
5449,Suchdol (okres Prostějov),49°32′50″,16°53′48″
5450,Šubířov,49°36′8″,16°48′48″
5451,Tištín,49°18′25″,17°9′56″
5452,Tvorovice,49°22′28″,17°13′19″
5453,Určice,49°25′50″,17°4′23″
5454,Víceměřice,49°20′39″,17°10′19″
5455,Vícov,49°29′19″,16°57′35″
5456,Vincencov,49°24′21″,17°3′45″
5457,Vitčice,49°18′43″,17°14′27″
5458,Vranovice-Kelčice,49°24′13″,17°6′1″
5459,Vrbátky,49°30′29″,17°12′0″
5460,Vrchoslavice,49°19′59″,17°13′6″
5461,Vřesovice (okres Prostějov),49°24′6″,17°8′20″
5462,Výšovice,49°24′59″,17°8′21″
5463,Zdětín (okres Prostějov),49°30′21″,16°59′20″
5464,Želeč (okres Prostějov),49°20′46″,17°5′52″
5465,Bělotín,49°35′28″,17°48′24″
5466,Beňov,49°25′3″,17°30′5″
5467,Bezuchov,49°27′46″,17°36′32″
5468,Bohuslávky,49°33′19″,17°34′4″
5469,Bochoř,49°25′17″,17°25′42″
5470,Brodek u Přerova,49°29′3″,17°20′18″
5471,Buk (okres Přerov),49°30′16″,17°28′7″
5472,Býškovice,49°28′3″,17°42′51″
5473,Císařov,49°27′58″,17°21′9″
5474,Citov,49°28′4″,17°19′32″
5475,Čechy (okres Přerov),49°25′45″,17°32′4″
5476,Čelechovice,49°30′36″,17°22′20″
5477,Černotín,49°31′55″,17°46′20″
5478,Dobrčice,49°24′7″,17°28′50″
5479,Dolní Nětčice,49°28′34″,17°40′30″
5480,Dolní Těšice,49°29′43″,17°48′25″
5481,Dolní Újezd (okres Přerov),49°32′46″,17°32′8″
5482,Domaželice,49°25′40″,17°32′45″
5483,Dřevohostice,49°25′33″,17°35′31″
5484,Grymov,49°28′52″,17°29′53″
5485,Hlinsko (okres Přerov),49°29′40″,17°34′45″
5486,Horní Moštěnice,49°24′44″,17°27′32″
5487,Horní Nětčice,49°28′13″,17°41′4″
5488,Horní Těšice,49°29′44″,17°47′10″
5489,Horní Újezd (okres Přerov),49°26′54″,17°43′38″
5490,Hrabůvka (okres Přerov),49°34′43″,17°41′29″
5491,Hradčany (okres Přerov),49°27′9″,17°34′18″
5492,Hranice (okres Přerov),49°32′53″,17°44′5″
5493,Hustopeče nad Bečvou,49°31′50″,17°52′12″
5494,Jezernice,49°32′52″,17°37′30″
5495,Jindřichov (okres Přerov),49°38′41″,17°44′54″
5496,Kladníky,49°29′1″,17°36′11″
5497,Klokočí (okres Přerov),49°33′37″,17°40′56″
5498,Kojetín,49°21′6″,17°18′8″
5499,Kokory,49°29′41″,17°22′32″
5500,Křenovice (okres Přerov),49°19′50″,17°16′22″
5501,Křtomil,49°24′33″,17°37′34″
5502,Lazníčky,49°32′44″,17°27′36″
5503,Lazníky,49°31′28″,17°27′46″
5504,Lhota (okres Přerov),49°29′52″,17°36′53″
5505,Lhotka (okres Přerov),49°29′59″,17°24′36″
5506,Lipník nad Bečvou,49°31′39″,17°35′11″
5507,Lipová (okres Přerov),49°24′35″,17°36′51″
5508,Líšná (okres Přerov),49°24′42″,17°32′51″
5509,Lobodice,49°23′44″,17°17′31″
5510,Luboměř pod Strážnou,49°41′24″,17°39′39″
5511,Malhotice,49°29′24″,17°45′51″
5512,Měrovice nad Hanou,49°20′30″,17°14′45″
5513,Milenov,49°33′45″,17°40′1″
5514,Milotice nad Bečvou,49°32′11″,17°50′23″
5515,Nahošovice,49°26′16″,17°34′41″
5516,Nelešovice,49°30′39″,17°23′17″
5517,Oldřichov (okres Přerov),49°29′51″,17°32′21″
5518,Olšovec,49°35′24″,17°43′2″
5519,Opatovice (okres Přerov),49°29′57″,17°44′21″
5520,Oplocany,49°24′34″,17°15′37″
5521,Oprostovice,49°28′11″,17°37′13″
5522,Osek nad Bečvou,49°30′40″,17°31′42″
5523,Paršovice,49°30′3″,17°42′31″
5524,Partutovice,49°37′53″,17°42′29″
5525,Pavlovice u Přerova,49°28′10″,17°32′52″
5526,Podolí (okres Přerov),49°26′43″,17°31′49″
5527,Polkovice,49°23′30″,17°15′33″
5528,Polom (okres Přerov),49°34′29″,17°50′20″
5529,Potštát,49°38′13″,17°39′6″
5530,Prosenice,49°29′20″,17°29′3″
5531,Provodovice,49°27′3″,17°46′6″
5532,Přerov,49°27′20″,17°27′4″
5533,Přestavlky (okres Přerov),49°23′25″,17°28′54″
5534,Radíkov,49°35′46″,17°40′20″
5535,Radkova Lhota,49°26′30″,17°37′14″
5536,Radkovy,49°26′10″,17°36′53″
5537,Radotín (okres Přerov),49°28′47″,17°37′58″
5538,Radslavice (okres Přerov),49°28′41″,17°31′0″
5539,Radvanice (okres Přerov),49°30′35″,17°28′38″
5540,Rakov (okres Přerov),49°29′30″,17°42′28″
5541,Rokytnice (okres Přerov),49°27′57″,17°23′28″
5542,Rouské,49°28′18″,17°46′45″
5543,Říkovice,49°22′54″,17°27′5″
5544,Skalička (okres Přerov),49°30′55″,17°47′45″
5545,Soběchleby (okres Přerov),49°28′44″,17°39′6″
5546,Sobíšky,49°30′14″,17°27′3″
5547,Stará Ves (okres Přerov),49°22′50″,17°29′30″
5548,Stříbrnice (okres Přerov),49°19′42″,17°14′46″
5549,Střítež nad Ludinou,49°36′34″,17°44′20″
5550,Sušice (okres Přerov),49°29′9″,17°32′15″
5551,Šišma,49°27′50″,17°35′17″
5552,Špičky,49°32′53″,17°48′28″
5553,Teplice nad Bečvou,49°31′43″,17°44′24″
5554,Tovačov,49°25′51″,17°17′17″
5555,Troubky,49°25′56″,17°20′57″
5556,Tučín,49°27′14″,17°30′54″
5557,Turovice,49°25′25″,17°34′51″
5558,Týn nad Bečvou,49°31′1″,17°37′5″
5559,Uhřičice,49°22′18″,17°17′25″
5560,Ústí (okres Přerov),49°31′,17°45′59″
5561,Veselíčko (okres Přerov),49°31′56″,17°30′33″
5562,Věžky (okres Přerov),49°24′18″,17°25′24″
5563,Vlkoš (okres Přerov),49°23′45″,17°25′9″
5564,Všechovice (okres Přerov),49°27′46″,17°45′29″
5565,Výkleky,49°33′18″,17°28′32″
5566,Zábeštní Lhota,49°30′43″,17°25′52″
5567,Zámrsky,49°30′23″,17°49′40″
5568,Žákovice,49°27′15″,17°39′36″
5569,Želatovice,49°26′39″,17°30′22″
